0	1	-1
0	7	-2
0	8	-1
0	56	-2
1	2	1
1	9	-1
1	57	-1
2	3	-1
2	10	2
2	58	-1
3	4	1
3	11	1
3	59	1
4	5	2
4	12	-1
4	60	-1
5	6	1
5	13	-1
5	61	1
6	7	2
6	14	-2
6	62	-1
7	15	2
7	63	-1
8	9	2
8	15	-2
8	16	2
9	10	-1
9	17	-1
10	11	2
10	18	1
11	12	-2
11	19	-2
12	13	-2
12	20	1
13	14	-1
13	21	2
14	15	1
14	22	2
15	23	-2
16	17	2
16	23	-1
16	24	2
17	18	-1
17	25	1
18	19	1
18	26	-1
19	20	-1
19	27	-1
20	21	-2
20	28	1
21	22	1
21	29	1
22	23	2
22	30	1
23	31	-2
24	25	-1
24	31	-1
24	32	-1
25	26	-1
25	33	-1
26	27	-1
26	34	-1
27	28	-1
27	35	2
28	29	2
28	36	-1
29	30	-2
29	37	-1
30	31	2
30	38	-2
31	39	-1
32	33	-2
32	39	1
32	40	2
33	34	1
33	41	2
34	35	2
34	42	1
35	36	-2
35	43	1
36	37	-1
36	44	2
37	38	2
37	45	2
38	39	1
38	46	1
39	47	-2
40	41	1
40	47	1
40	48	-2
41	42	1
41	49	1
42	43	-1
42	50	-1
43	44	2
43	51	-1
44	45	1
44	52	2
45	46	1
45	53	-1
46	47	2
46	54	2
47	55	-2
48	49	1
48	55	-1
48	56	2
49	50	1
49	57	-2
50	51	-2
50	58	1
51	52	1
51	59	-1
52	53	-1
52	60	-1
53	54	1
53	61	-1
54	55	1
54	62	-1
55	63	-2
56	57	1
56	63	2
57	58	-1
58	59	-2
59	60	1
60	61	1
61	62	1
62	63	-2
