0	1	-1
0	7	-1
0	8	2
0	56	-1
1	2	2
1	9	2
1	57	1
2	3	-2
2	10	2
2	58	-1
3	4	-1
3	11	1
3	59	-2
4	5	-1
4	12	-1
4	60	-2
5	6	1
5	13	2
5	61	1
6	7	2
6	14	-1
6	62	-1
7	15	1
7	63	-1
8	9	2
8	15	-1
8	16	2
9	10	-1
9	17	-2
10	11	1
10	18	2
11	12	1
11	19	1
12	13	-1
12	20	1
13	14	1
13	21	2
14	15	2
14	22	2
15	23	2
16	17	1
16	23	1
16	24	2
17	18	-2
17	25	2
18	19	-1
18	26	-2
19	20	-1
19	27	-1
20	21	1
20	28	-1
21	22	-1
21	29	-1
22	23	1
22	30	1
23	31	1
24	25	-2
24	31	-1
24	32	1
25	26	1
25	33	2
26	27	2
26	34	-2
27	28	1
27	35	2
28	29	-2
28	36	-2
29	30	1
29	37	1
30	31	-1
30	38	-1
31	39	-1
32	33	1
32	39	-1
32	40	-1
33	34	1
33	41	-1
34	35	-1
34	42	2
35	36	1
35	43	2
36	37	-2
36	44	1
37	38	1
37	45	2
38	39	1
38	46	2
39	47	-1
40	41	-1
40	47	-2
40	48	1
41	42	1
41	49	2
42	43	1
42	50	2
43	44	-2
43	51	1
44	45	1
44	52	1
45	46	1
45	53	-1
46	47	2
46	54	1
47	55	-2
48	49	-1
48	55	-1
48	56	1
49	50	-1
49	57	-2
50	51	-1
50	58	-2
51	52	2
51	59	2
52	53	2
52	60	1
53	54	1
53	61	2
54	55	2
54	62	1
55	63	-1
56	57	-2
56	63	1
57	58	2
58	59	-2
59	60	2
60	61	-1
61	62	1
62	63	2
