0	1	-2
0	13	2
0	14	-1
0	182	2
1	2	1
1	15	2
1	183	-2
2	3	-1
2	16	2
2	184	-1
3	4	2
3	17	1
3	185	1
4	5	-1
4	18	-2
4	186	-1
5	6	-2
5	19	-1
5	187	-2
6	7	1
6	20	-1
6	188	-2
7	8	1
7	21	-1
7	189	-1
8	9	-1
8	22	-1
8	190	-1
9	10	-2
9	23	-1
9	191	1
10	11	-2
10	24	-2
10	192	1
11	12	-2
11	25	-1
11	193	-2
12	13	1
12	26	-1
12	194	2
13	27	1
13	195	2
14	15	-2
14	27	2
14	28	-2
15	16	-2
15	29	-2
16	17	2
16	30	1
17	18	-2
17	31	2
18	19	2
18	32	-1
19	20	-2
19	33	1
20	21	-1
20	34	-2
21	22	-2
21	35	2
22	23	1
22	36	1
23	24	1
23	37	-1
24	25	2
24	38	-1
25	26	-1
25	39	2
26	27	1
26	40	1
27	41	1
28	29	-1
28	41	1
28	42	-1
29	30	-2
29	43	2
30	31	1
30	44	1
31	32	-2
31	45	1
32	33	-1
32	46	-1
33	34	-2
33	47	2
34	35	2
34	48	2
35	36	1
35	49	-1
36	37	2
36	50	-2
37	38	-1
37	51	1
38	39	1
38	52	-2
39	40	2
39	53	2
40	41	-1
40	54	-1
41	55	-1
42	43	-2
42	55	2
42	56	-2
43	44	-2
43	57	2
44	45	-1
44	58	1
45	46	-2
45	59	1
46	47	-1
46	60	1
47	48	-2
47	61	-1
48	49	1
48	62	-2
49	50	-2
49	63	-1
50	51	1
50	64	2
51	52	-1
51	65	1
52	53	2
52	66	-1
53	54	-1
53	67	-1
54	55	1
54	68	1
55	69	-1
56	57	2
56	69	-1
56	70	-1
57	58	2
57	71	2
58	59	2
58	72	2
59	60	2
59	73	-1
60	61	1
60	74	2
61	62	1
61	75	-2
62	63	1
62	76	-2
63	64	-1
63	77	2
64	65	2
64	78	-1
65	66	-1
65	79	2
66	67	-1
66	80	-1
67	68	-1
67	81	-1
68	69	-2
68	82	-2
69	83	-1
70	71	1
70	83	-2
70	84	1
71	72	2
71	85	-1
72	73	2
72	86	1
73	74	1
73	87	-2
74	75	1
74	88	-1
75	76	-2
75	89	-2
76	77	2
76	90	1
77	78	2
77	91	-1
78	79	1
78	92	-1
79	80	-2
79	93	-1
80	81	1
80	94	1
81	82	2
81	95	-1
82	83	1
82	96	2
83	97	2
84	85	-1
84	97	1
84	98	1
85	86	2
85	99	2
86	87	-1
86	100	-1
87	88	-2
87	101	-1
88	89	-1
88	102	-1
89	90	-1
89	103	-2
90	91	1
90	104	1
91	92	-2
91	105	1
92	93	2
92	106	-2
93	94	-2
93	107	1
94	95	-2
94	108	1
95	96	1
95	109	2
96	97	-1
96	110	-2
97	111	-1
98	99	2
98	111	1
98	112	-1
99	100	1
99	113	-1
100	101	1
100	114	1
101	102	-2
101	115	2
102	103	2
102	116	1
103	104	1
103	117	1
104	105	-1
104	118	1
105	106	-1
105	119	1
106	107	1
106	120	2
107	108	1
107	121	1
108	109	1
108	122	-1
109	110	-1
109	123	-1
110	111	1
110	124	1
111	125	-1
112	113	-1
112	125	-1
112	126	-1
113	114	1
113	127	-2
114	115	2
114	128	-1
115	116	1
115	129	1
116	117	1
116	130	1
117	118	-1
117	131	-1
118	119	-1
118	132	1
119	120	1
119	133	1
120	121	2
120	134	-1
121	122	1
121	135	-1
122	123	2
122	136	-2
123	124	-1
123	137	-2
124	125	1
124	138	-1
125	139	2
126	127	2
126	139	-1
126	140	1
127	128	-2
127	141	-1
128	129	1
128	142	-1
129	130	-1
129	143	1
130	131	1
130	144	1
131	132	-2
131	145	2
132	133	1
132	146	-2
133	134	-1
133	147	-1
134	135	-2
134	148	1
135	136	-2
135	149	2
136	137	-1
136	150	1
137	138	-1
137	151	2
138	139	2
138	152	1
139	153	2
140	141	1
140	153	2
140	154	1
141	142	2
141	155	1
142	143	-1
142	156	-1
143	144	1
143	157	1
144	145	-1
144	158	1
145	146	-1
145	159	-2
146	147	2
146	160	-1
147	148	-1
147	161	1
148	149	-2
148	162	-1
149	150	2
149	163	1
150	151	-1
150	164	-1
151	152	1
151	165	2
152	153	-2
152	166	1
153	167	1
154	155	-1
154	167	-2
154	168	-1
155	156	1
155	169	1
156	157	-1
156	170	1
157	158	2
157	171	-2
158	159	-2
158	172	1
159	160	-2
159	173	1
160	161	2
160	174	-2
161	162	-1
161	175	2
162	163	-2
162	176	-2
163	164	1
163	177	1
164	165	-1
164	178	1
165	166	2
165	179	-1
166	167	2
166	180	2
167	181	1
168	169	1
168	181	-2
168	182	-2
169	170	-1
169	183	2
170	171	1
170	184	1
171	172	1
171	185	-1
172	173	1
172	186	-1
173	174	-1
173	187	1
174	175	-1
174	188	1
175	176	-2
175	189	1
176	177	-2
176	190	2
177	178	-1
177	191	-1
178	179	-2
178	192	1
179	180	1
179	193	1
180	181	-1
180	194	-1
181	195	-1
182	183	2
182	195	-1
183	184	-2
184	185	1
185	186	2
186	187	1
187	188	1
188	189	1
189	190	-1
190	191	-1
191	192	2
192	193	1
193	194	-1
194	195	1
